time,ax,ay,az,atotal
0.000,0.06,-0.02,0.11,0.13
0.010,0.08,-0.04,0.12,0.15
0.020,0.07,-0.08,0.12,0.16
0.030,0.03,-0.09,0.09,0.13
0.040,-0.01,-0.07,0.08,0.11
0.050,-0.03,-0.07,0.10,0.13
0.060,-0.01,-0.09,0.09,0.12
0.070,0.01,-0.09,0.06,0.11
0.080,0.10,-0.08,0.05,0.13
0.090,0.08,-0.08,0.04,0.12
0.100,0.01,-0.07,0.02,0.07
0.110,-0.05,-0.05,0.00,0.07
0.121,-0.11,-0.10,0.04,0.15
0.131,-0.16,-0.17,0.17,0.28
0.141,-0.11,-0.08,0.25,0.29
0.151,0.01,0.05,0.25,0.26
0.161,0.08,0.03,0.21,0.23
0.171,0.34,0.10,0.21,0.41
0.181,0.27,-0.02,0.07,0.28
0.191,0.02,-0.22,0.03,0.22
0.201,0.09,-0.15,0.06,0.19
0.211,0.03,-0.09,0.12,0.15
0.221,-0.03,-0.06,0.14,0.15
0.231,0.02,-0.03,0.14,0.14
0.241,0.16,0.06,0.14,0.22
0.251,0.05,0.02,0.10,0.12
0.261,-0.04,-0.11,0.13,0.17
0.271,-0.02,-0.07,0.18,0.20
0.281,0.04,-0.02,0.21,0.22
0.292,0.10,-0.02,0.21,0.23
0.302,0.14,-0.07,0.17,0.23
0.312,0.19,-0.10,0.15,0.26
0.322,0.23,-0.13,0.15,0.30
0.332,0.26,-0.14,0.15,0.33
0.342,0.23,-0.12,0.15,0.30
0.352,0.21,-0.07,0.13,0.26
0.362,0.17,-0.02,0.10,0.19
0.372,0.14,0.05,0.07,0.17
0.382,0.10,0.05,0.07,0.13
0.392,0.06,0.03,0.04,0.08
0.402,0.01,-0.06,0.07,0.09
0.412,-0.03,-0.11,0.13,0.17
0.422,0.00,-0.17,0.19,0.25
0.432,-0.01,-0.28,0.19,0.34
0.442,0.08,-0.14,0.14,0.21
0.453,0.06,-0.07,0.06,0.11
0.463,0.05,-0.04,0.05,0.09
0.473,0.07,0.03,0.04,0.08
0.483,0.03,0.04,0.01,0.05
0.493,-0.05,0.01,0.04,0.07
0.503,-0.12,0.01,0.08,0.14
0.513,-0.15,0.03,0.10,0.19
0.523,-0.19,-0.07,0.17,0.26
0.533,-0.18,-0.16,0.20,0.32
0.543,-0.12,-0.18,0.18,0.29
0.553,-0.01,-0.17,0.17,0.25
0.563,0.11,-0.15,0.18,0.25
0.573,0.12,-0.15,0.21,0.29
0.583,0.08,-0.12,0.21,0.26
0.593,0.00,-0.06,0.16,0.17
0.603,-0.05,-0.03,0.11,0.12
0.613,-0.07,-0.11,0.09,0.16
0.623,-0.01,-0.24,0.12,0.27
0.634,0.10,-0.27,0.15,0.33
0.644,0.24,-0.20,0.15,0.34
0.654,0.33,-0.08,0.11,0.35
0.664,0.35,-0.03,0.02,0.35
0.674,0.31,-0.03,-0.06,0.32
0.684,0.21,-0.01,-0.12,0.25
0.694,0.11,0.05,-0.10,0.16
0.704,0.07,0.04,-0.07,0.11
0.714,0.08,-0.01,-0.07,0.10
0.724,0.11,-0.03,-0.06,0.13
0.734,0.14,-0.03,-0.04,0.15
0.744,0.18,-0.02,-0.06,0.19
0.754,0.16,-0.04,-0.06,0.17
0.764,0.05,-0.04,-0.04,0.07
0.774,-0.15,0.01,-0.03,0.15
0.784,-0.31,0.10,0.00,0.33
0.794,-0.39,0.15,0.05,0.42
0.804,-0.42,0.09,0.07,0.44
0.815,-0.41,0.06,0.08,0.42
0.825,-0.29,0.08,0.11,0.32
0.835,-0.14,0.09,0.15,0.22
0.845,0.03,0.11,0.15,0.19
0.855,0.17,0.10,0.17,0.26
0.865,0.24,0.09,0.13,0.29
0.875,0.29,0.04,0.13,0.32
0.885,0.32,0.08,0.13,0.35
0.895,0.31,0.12,0.07,0.34
0.905,0.26,0.14,0.00,0.30
0.915,0.19,0.10,-0.01,0.22
0.925,0.14,0.08,-0.00,0.16
0.935,0.13,0.01,-0.02,0.13
0.945,0.20,-0.09,0.00,0.22
0.955,0.30,-0.19,0.02,0.35
0.965,0.43,-0.22,0.03,0.48
0.975,0.49,-0.19,0.01,0.53
0.986,0.52,-0.10,-0.02,0.53
0.995,0.53,0.04,-0.06,0.53
1.006,0.48,0.19,-0.18,0.54
1.016,0.39,0.16,-0.25,0.49
1.026,0.29,0.02,-0.21,0.36
1.036,0.17,-0.02,-0.17,0.24
1.046,0.08,-0.03,-0.18,0.20
1.056,-0.01,-0.09,-0.17,0.19
1.066,-0.04,-0.12,-0.13,0.18
1.076,0.01,-0.10,-0.07,0.12
1.086,0.09,-0.05,-0.04,0.11
1.096,0.08,-0.03,-0.08,0.12
1.106,0.06,-0.03,-0.11,0.12
1.116,0.08,0.00,-0.11,0.14
1.126,0.15,0.02,-0.14,0.21
1.136,0.20,-0.00,-0.21,0.28
1.146,0.22,-0.04,-0.24,0.32
1.156,0.19,0.04,-0.26,0.32
1.167,0.16,0.15,-0.28,0.36
1.177,0.08,0.14,-0.33,0.37
1.187,-0.01,0.11,-0.28,0.30
1.197,-0.08,0.08,-0.19,0.22
1.207,-0.17,0.05,-0.14,0.23
1.217,-0.19,0.05,-0.13,0.24
1.227,-0.22,0.06,-0.19,0.30
1.237,-0.23,0.01,-0.25,0.35
1.247,-0.18,-0.02,-0.25,0.31
1.257,-0.09,-0.05,-0.21,0.23
1.267,0.02,-0.08,-0.16,0.18
1.277,0.07,-0.07,-0.09,0.13
1.287,0.09,-0.05,-0.05,0.11
1.297,0.14,-0.02,-0.04,0.15
1.307,0.16,-0.00,-0.04,0.16
1.317,0.17,0.02,-0.05,0.18
1.328,0.18,0.08,-0.10,0.22
1.337,0.20,0.09,-0.11,0.24
1.348,0.21,0.10,-0.09,0.25
1.358,0.20,0.06,-0.08,0.23
1.368,0.21,-0.01,-0.02,0.21
1.378,0.18,-0.05,0.05,0.19
1.388,0.19,-0.05,0.09,0.22
1.398,0.17,-0.04,0.08,0.20
1.408,0.15,-0.03,0.06,0.17
1.418,0.12,0.02,-0.00,0.12
1.428,0.13,0.07,-0.04,0.15
1.438,0.12,0.09,-0.09,0.18
1.448,0.14,0.05,-0.07,0.16
1.458,0.15,0.03,-0.05,0.16
1.468,0.17,0.06,-0.06,0.19
1.478,0.17,0.06,-0.06,0.19
1.488,0.15,0.02,-0.07,0.16
1.498,0.10,-0.03,-0.10,0.15
1.508,0.02,-0.06,-0.09,0.11
1.519,0.03,-0.03,-0.06,0.07
1.529,0.08,0.00,-0.02,0.09
1.539,0.15,-0.00,-0.04,0.15
1.549,0.13,0.01,-0.07,0.14
1.559,0.06,0.01,-0.08,0.10
1.569,-0.03,0.01,-0.08,0.09
1.579,-0.06,0.00,-0.10,0.12
1.589,-0.06,-0.07,-0.11,0.14
1.599,-0.05,-0.08,-0.14,0.16
1.609,-0.01,0.00,-0.12,0.12
1.619,-0.01,0.10,-0.11,0.14
1.629,0.00,0.14,-0.11,0.18
1.639,-0.02,0.07,-0.07,0.10
1.649,-0.04,-0.04,-0.01,0.06
1.659,-0.02,-0.10,0.02,0.10
1.669,-0.03,-0.11,-0.04,0.12
1.679,-0.00,-0.12,-0.06,0.13
1.690,0.03,-0.10,-0.08,0.13
1.700,-0.00,-0.07,-0.12,0.14
1.710,-0.01,-0.01,-0.15,0.15
1.720,-0.05,0.05,-0.15,0.16
1.730,-0.03,0.07,-0.13,0.15
1.740,-0.02,0.04,-0.10,0.11
1.750,-0.01,0.05,-0.04,0.07
1.760,0.04,0.11,-0.03,0.13
1.770,0.07,0.13,-0.03,0.15
1.780,0.10,0.11,-0.02,0.16
1.790,0.13,0.07,-0.02,0.15
1.800,0.14,-0.05,-0.01,0.15
1.810,0.15,-0.09,0.02,0.18
1.820,0.19,-0.03,0.03,0.19
1.830,0.23,0.01,0.06,0.23
1.840,0.22,0.01,0.05,0.23
1.850,0.20,-0.03,0.04,0.20
1.860,0.19,-0.07,0.06,0.21
1.871,0.17,-0.09,0.06,0.20
1.881,0.17,-0.11,0.05,0.21
1.891,0.18,-0.11,0.09,0.23
1.901,0.17,-0.09,0.08,0.21
1.911,0.14,-0.07,0.09,0.18
1.921,0.12,-0.03,0.08,0.14
1.931,0.10,0.00,0.06,0.11
1.941,0.11,0.01,0.05,0.12
1.951,0.10,0.05,-0.01,0.11
1.961,0.10,0.08,-0.03,0.13
1.971,0.09,0.06,-0.01,0.11
1.981,0.06,0.02,0.03,0.07
1.991,0.03,-0.01,0.06,0.07
2.001,0.00,-0.07,0.07,0.09
2.011,-0.03,-0.14,0.06,0.16
2.021,-0.10,-0.17,0.05,0.20
2.032,-0.12,-0.16,0.02,0.20
2.041,-0.08,-0.24,0.07,0.27
2.052,-0.06,-0.29,0.14,0.32
