time,ax,ay,az,atotal
0.000,0.10,-0.03,0.04,0.11
0.010,0.11,0.02,0.05,0.12
0.020,0.14,0.02,0.05,0.15
0.030,0.08,-0.04,0.08,0.12
0.040,0.02,-0.11,0.07,0.13
0.050,-0.02,-0.14,0.04,0.15
0.060,-0.01,-0.12,0.04,0.12
0.071,0.03,-0.08,0.05,0.10
0.080,0.03,-0.08,0.04,0.09
0.090,0.07,-0.06,0.07,0.11
0.101,0.11,-0.04,0.11,0.16
0.111,0.14,-0.04,0.09,0.17
0.121,0.17,-0.02,0.06,0.18
0.131,0.14,0.00,0.04,0.15
0.141,0.08,0.01,0.03,0.09
0.151,0.03,-0.01,0.01,0.03
0.161,-0.01,0.00,0.02,0.03
0.171,0.03,0.07,0.04,0.09
0.181,0.35,0.43,-0.04,0.56
0.191,-0.01,0.19,-0.10,0.22
0.201,-0.15,-0.16,-0.05,0.22
0.211,-0.08,-0.29,0.07,0.30
0.221,-0.01,-0.24,0.16,0.29
0.231,0.06,-0.14,0.14,0.21
0.241,0.08,-0.08,0.06,0.13
0.251,0.07,-0.04,0.01,0.08
0.261,0.07,-0.01,-0.01,0.08
0.272,0.09,-0.00,0.00,0.09
0.282,0.13,-0.02,0.01,0.13
0.292,0.14,0.00,0.00,0.14
0.302,0.13,0.03,-0.01,0.13
0.312,0.08,-0.02,-0.03,0.09
0.322,0.08,-0.04,0.00,0.09
0.332,0.13,-0.05,0.04,0.14
0.342,0.18,0.01,0.03,0.18
0.352,0.22,0.01,0.04,0.22
0.362,0.14,-0.10,0.06,0.18
0.372,0.12,-0.09,0.10,0.18
0.382,0.07,-0.12,0.07,0.16
0.392,0.05,-0.10,0.10,0.15
0.402,0.07,-0.13,0.16,0.21
0.412,0.06,-0.18,0.17,0.25
0.422,0.12,-0.13,0.14,0.22
0.432,0.15,-0.06,0.07,0.18
0.442,0.12,-0.03,0.02,0.13
0.452,0.11,0.00,0.03,0.11
0.463,0.10,0.02,0.03,0.11
0.473,0.10,0.00,0.03,0.10
0.483,0.14,-0.00,0.06,0.15
0.493,0.14,-0.01,0.08,0.17
0.503,0.18,-0.01,0.05,0.19
0.513,0.20,-0.03,0.03,0.21
0.523,0.14,-0.03,0.01,0.15
0.533,0.08,-0.05,0.02,0.10
0.543,0.04,-0.05,0.03,0.07
0.553,-0.01,-0.04,0.03,0.05
0.563,-0.04,-0.00,0.01,0.05
0.573,-0.01,0.05,-0.00,0.05
0.583,0.00,0.09,-0.01,0.09
0.593,0.01,0.08,-0.07,0.11
0.603,0.01,0.03,-0.09,0.09
0.614,-0.02,-0.03,-0.07,0.08
0.624,-0.03,-0.06,-0.03,0.07
0.634,0.01,-0.04,0.01,0.04
0.644,0.05,0.00,0.06,0.08
0.654,0.04,0.03,0.07,0.09
0.664,0.03,0.05,0.06,0.08
0.674,0.01,0.00,0.03,0.03
0.684,-0.01,-0.06,0.01,0.07
0.694,0.00,-0.10,0.07,0.12
0.704,0.07,-0.10,0.09,0.15
0.714,0.13,-0.04,0.05,0.14
0.724,0.14,0.03,-0.01,0.14
0.734,0.10,0.07,-0.03,0.13
0.744,0.00,0.06,-0.05,0.08
0.754,-0.07,0.04,-0.09,0.12
0.764,-0.10,-0.02,-0.09,0.14
0.774,-0.12,-0.06,-0.02,0.14
0.784,-0.07,-0.01,0.01,0.07
0.795,0.04,0.06,0.02,0.07
0.805,0.09,0.07,0.04,0.12
0.815,0.11,-0.02,0.03,0.11
0.825,0.09,-0.10,-0.01,0.13
0.835,0.05,-0.13,-0.06,0.15
0.845,0.03,-0.13,-0.07,0.14
0.855,0.03,-0.06,-0.03,0.07
0.865,0.01,0.01,-0.02,0.02
0.875,0.00,0.04,-0.04,0.05
0.885,-0.01,0.03,-0.05,0.06
0.895,-0.03,0.01,-0.06,0.06
0.905,-0.04,-0.02,-0.00,0.04
0.915,-0.01,-0.02,0.06,0.06
0.925,0.03,-0.02,0.06,0.07
0.935,0.04,-0.05,0.06,0.09
0.945,0.05,-0.04,-0.02,0.07
0.955,0.07,0.00,-0.05,0.08
0.966,0.07,-0.02,-0.06,0.09
0.976,0.05,-0.04,-0.05,0.08
0.986,0.05,-0.02,-0.01,0.06
0.996,0.07,-0.04,0.04,0.09
1.006,0.09,-0.07,0.06,0.13
1.016,0.15,-0.14,0.05,0.22
1.026,0.19,-0.15,0.03,0.24
1.036,0.28,-0.05,0.08,0.30
1.046,0.31,-0.09,0.07,0.33
1.056,0.31,0.03,0.07,0.32
1.066,0.27,0.06,0.06,0.28
1.076,0.20,0.03,0.04,0.20
1.086,0.14,-0.00,-0.01,0.14
1.096,0.16,-0.01,0.04,0.16
1.106,0.23,0.02,0.07,0.24
1.116,0.25,0.05,0.04,0.26
1.126,0.23,0.06,0.03,0.24
1.137,0.21,0.03,0.06,0.22
1.147,0.16,-0.03,0.04,0.17
1.157,0.11,-0.07,0.04,0.14
1.167,0.07,-0.07,0.06,0.12
1.177,0.04,-0.06,0.09,0.11
1.187,-0.01,-0.02,0.11,0.11
1.197,-0.07,-0.03,0.11,0.13
1.207,-0.02,-0.04,0.10,0.11
1.217,0.05,-0.01,0.09,0.10
1.227,0.10,0.02,0.05,0.12
1.237,0.13,0.00,0.00,0.13
1.247,0.15,-0.01,-0.04,0.15
1.257,0.13,-0.01,-0.02,0.13
1.267,0.12,-0.02,-0.00,0.12
1.277,0.07,-0.04,0.01,0.08
1.287,0.05,-0.08,-0.02,0.10
1.298,0.05,-0.08,-0.05,0.11
1.308,-0.02,-0.06,-0.04,0.07
1.318,-0.03,-0.05,-0.02,0.06
1.328,-0.01,-0.02,-0.04,0.04
1.338,-0.01,0.05,-0.05,0.07
1.348,-0.00,0.06,-0.10,0.12
1.358,-0.03,0.05,-0.13,0.14
1.368,-0.05,0.03,-0.10,0.12
1.378,-0.02,0.03,-0.12,0.12
1.388,-0.01,0.02,-0.13,0.14
1.398,-0.02,0.00,-0.14,0.14
1.408,-0.02,-0.02,-0.16,0.16
1.418,-0.03,-0.04,-0.16,0.17
1.428,-0.03,-0.04,-0.16,0.17
1.438,0.00,-0.02,-0.10,0.11
1.448,0.04,-0.00,-0.10,0.11
1.459,0.07,-0.00,-0.10,0.12
1.468,0.09,0.02,-0.07,0.12
1.478,0.11,-0.00,-0.09,0.15
1.489,0.09,-0.02,-0.08,0.12
1.499,0.08,-0.03,-0.04,0.10
1.509,0.07,-0.02,0.03,0.08
1.519,0.06,-0.05,0.02,0.08
