time,ax,ay,az,atotal
0.000,-0.02,-0.18,0.10,0.21
0.010,0.04,-0.11,0.09,0.15
0.020,0.04,-0.12,0.12,0.18
0.030,0.08,-0.16,0.17,0.24
0.040,0.10,-0.15,0.19,0.26
0.050,0.19,-0.13,0.22,0.32
0.060,0.23,-0.05,0.20,0.30
0.070,0.15,-0.08,0.20,0.26
0.080,0.10,-0.03,0.20,0.22
0.091,0.07,0.03,0.18,0.19
0.101,0.03,0.01,0.17,0.17
0.111,-0.00,-0.06,0.20,0.21
0.121,0.01,-0.10,0.21,0.24
0.131,-0.00,-0.07,0.16,0.18
0.141,-0.02,-0.10,0.12,0.16
0.151,-0.02,-0.14,0.13,0.19
0.161,0.03,-0.12,0.19,0.22
0.171,0.03,-0.08,0.20,0.22
0.181,0.02,-0.05,0.14,0.15
0.191,-0.03,-0.02,0.07,0.07
0.201,-0.12,-0.02,-0.01,0.12
0.211,-0.12,-0.06,-0.00,0.14
0.221,-0.06,-0.08,0.04,0.12
0.231,0.01,-0.03,0.03,0.05
0.241,0.05,-0.02,-0.06,0.08
0.251,0.02,-0.05,-0.08,0.10
0.261,-0.04,-0.09,-0.05,0.11
0.271,-0.08,-0.06,-0.03,0.10
0.282,-0.13,-0.03,0.00,0.13
0.292,-0.14,-0.04,0.06,0.16
0.302,-0.09,-0.09,0.11,0.17
0.312,-0.02,-0.10,0.15,0.18
0.322,0.03,-0.07,0.16,0.18
0.332,0.06,-0.06,0.10,0.13
0.342,0.11,-0.04,0.06,0.13
0.352,0.14,-0.01,0.13,0.19
0.362,0.17,0.00,0.18,0.24
0.372,0.18,-0.02,0.22,0.28
0.382,0.22,-0.10,0.24,0.34
0.392,0.25,-0.18,0.29,0.42
0.402,0.28,-0.22,0.33,0.48
0.412,0.32,-0.26,0.36,0.54
0.422,0.32,-0.25,0.39,0.56
0.432,0.28,-0.14,0.41,0.51
0.442,0.20,-0.06,0.38,0.43
0.453,0.14,-0.05,0.35,0.38
0.462,0.12,-0.08,0.32,0.35
0.473,0.07,-0.15,0.32,0.36
0.483,0.05,-0.22,0.33,0.40
0.493,0.00,-0.19,0.31,0.36
0.503,-0.05,-0.08,0.30,0.31
0.513,-0.08,-0.09,0.28,0.31
0.523,-0.14,-0.12,0.23,0.30
0.533,-0.18,-0.15,0.17,0.29
0.543,-0.17,-0.10,0.00,0.19
0.553,-0.16,0.01,-0.13,0.21
0.563,-0.22,0.09,-0.11,0.27
0.573,-0.30,0.08,-0.05,0.31
0.584,-0.36,-0.07,0.08,0.37
0.593,-0.29,-0.17,0.19,0.39
0.603,-0.12,-0.14,0.17,0.25
0.613,0.09,-0.08,0.08,0.15
0.624,0.24,-0.04,-0.03,0.25
0.634,0.30,0.01,-0.11,0.32
0.644,0.23,0.03,-0.14,0.28
0.654,0.14,-0.01,-0.07,0.15
0.664,0.06,-0.07,0.00,0.09
0.674,0.04,-0.11,0.03,0.12
0.684,0.06,-0.05,0.01,0.08
0.694,0.03,-0.01,0.02,0.04
0.704,-0.02,-0.06,-0.02,0.06
0.714,-0.07,-0.07,-0.03,0.10
0.724,-0.06,0.02,-0.06,0.08
0.734,0.00,0.13,-0.03,0.13
0.744,0.14,0.18,-0.04,0.23
0.754,0.21,0.17,-0.11,0.29
0.764,0.19,0.10,-0.16,0.27
0.774,0.12,-0.08,-0.19,0.24
0.784,-0.01,-0.22,-0.25,0.33
0.795,-0.12,-0.27,-0.21,0.37
0.805,-0.14,-0.25,-0.14,0.32
0.815,-0.19,-0.15,-0.13,0.27
0.825,-0.26,-0.04,-0.19,0.32
0.835,-0.34,-0.03,-0.24,0.41
0.845,-0.42,0.03,-0.26,0.50
0.855,-0.52,0.16,-0.28,0.61
0.865,-0.64,0.28,-0.30,0.76
0.875,-0.73,0.27,-0.24,0.81
0.885,-0.69,0.07,-0.09,0.70
0.895,-0.49,-0.15,0.01,0.52
0.905,-0.21,-0.32,0.02,0.38
0.915,0.07,-0.35,0.06,0.36
0.925,0.32,-0.28,0.17,0.46
0.935,0.65,-0.15,0.30,0.73
0.945,0.90,-0.02,0.38,0.98
0.955,1.02,-0.08,0.41,1.10
0.965,1.01,-0.28,0.40,1.12
0.975,0.99,-0.47,0.38,1.16
0.986,0.98,-0.54,0.35,1.17
0.996,0.95,-0.43,0.36,1.11
1.006,0.94,-0.18,0.44,1.05
1.016,0.91,0.10,0.55,1.07
1.026,0.82,0.31,0.55,1.04
1.036,0.71,0.39,0.48,0.94
1.046,0.58,0.28,0.42,0.77
1.056,0.43,0.16,0.33,0.57
1.066,0.36,0.05,0.29,0.46
1.076,0.37,-0.07,0.29,0.47
1.086,0.36,-0.06,0.36,0.51
1.096,0.33,-0.03,0.61,0.69
1.106,0.36,-0.01,0.86,0.93
1.116,0.49,0.10,0.82,0.96
1.126,0.59,0.16,0.71,0.94
1.136,0.60,0.13,0.60,0.86
1.146,0.55,-0.02,0.50,0.74
1.157,0.45,-0.22,0.40,0.64
1.167,0.37,-0.36,0.34,0.62
1.177,0.42,-0.38,0.27,0.63
1.187,0.50,-0.35,0.21,0.64
1.197,0.56,-0.34,0.21,0.68
1.207,0.67,-0.36,0.35,0.84
1.217,0.87,-0.28,0.48,1.04
1.227,1.02,-0.07,0.48,1.13
1.237,1.05,0.09,0.34,1.11
1.247,0.94,-0.01,0.17,0.96
1.257,0.75,-0.35,0.05,0.83
1.267,0.57,-0.64,0.08,0.86
1.277,0.49,-0.78,0.16,0.93
1.287,0.47,-0.68,0.22,0.86
1.297,0.43,-0.46,0.23,0.67
1.307,0.42,-0.23,0.20,0.52
1.318,0.42,-0.05,0.17,0.45
1.327,0.40,0.02,0.18,0.44
1.337,0.41,0.02,0.22,0.47
1.347,0.39,-0.01,0.26,0.47
1.358,0.31,-0.08,0.19,0.37
1.368,0.18,-0.24,0.11,0.32
1.378,0.09,-0.42,0.13,0.45
1.388,0.09,-0.45,0.21,0.51
1.398,0.20,-0.29,0.27,0.44
1.408,0.28,-0.06,0.27,0.39
1.418,0.28,0.04,0.20,0.35
1.428,0.33,-0.05,0.22,0.40
1.438,0.43,-0.06,0.39,0.59
1.448,0.67,0.04,0.54,0.86
1.458,0.85,0.19,0.57,1.04
1.468,0.88,0.30,0.39,1.01
1.478,0.74,0.29,0.20,0.82
1.488,0.60,0.24,0.21,0.68
1.498,0.58,0.35,0.35,0.77
1.508,0.73,0.69,0.43,1.09
1.519,0.84,1.11,0.41,1.45
1.529,0.81,1.40,0.38,1.66
1.539,0.71,1.50,0.25,1.68
1.549,0.61,1.24,0.15,1.39
1.559,0.43,0.70,0.16,0.84
1.569,0.45,0.38,0.35,0.68
1.579,0.57,0.35,0.55,0.87
1.589,0.57,0.37,0.67,0.95
1.599,0.53,0.29,0.64,0.88
1.609,0.45,0.07,0.58,0.74
1.619,0.35,-0.21,0.66,0.78
1.629,0.42,-0.58,0.71,1.00
1.639,0.52,-0.85,0.57,1.15
1.649,0.68,-1.17,0.41,1.42
1.659,0.88,-1.48,0.40,1.77
1.670,1.09,-1.64,0.56,2.05
1.680,1.26,-1.67,0.85,2.26
1.690,1.35,-1.47,1.11,2.28
1.700,1.43,-1.15,1.22,2.20
1.710,1.43,-0.74,1.07,1.93
1.720,1.27,-0.23,0.79,1.51
1.730,1.01,0.27,0.67,1.24
1.740,0.63,0.56,0.52,0.99
1.750,0.23,0.63,0.38,0.76
1.760,0.02,0.62,0.47,0.78
1.770,0.08,0.61,0.69,0.92
1.780,0.39,0.68,0.76,1.10
1.790,0.74,0.70,0.70,1.24
1.800,1.10,0.65,0.50,1.37
1.810,1.41,0.53,0.34,1.55
1.820,1.52,0.28,0.20,1.56
1.830,1.52,0.10,-0.04,1.53
1.840,1.44,-0.01,-0.28,1.47
1.851,1.09,-0.20,-0.31,1.15
1.860,0.65,-0.41,-0.33,0.83
1.871,0.25,-0.60,-0.41,0.76
1.881,-0.05,-0.76,-0.44,0.87
1.891,-0.23,-0.85,-0.43,0.98
1.901,-0.39,-0.75,-0.58,1.03
1.911,-0.53,-0.53,-0.91,1.19
1.921,-0.73,-0.39,-1.14,1.41
1.931,-1.03,-0.25,-1.27,1.66
1.941,-1.39,-0.09,-1.34,1.93
1.951,-1.64,0.17,-1.24,2.06
1.961,-1.62,0.43,-1.07,1.99
1.971,-1.44,0.53,-0.91,1.79
1.981,-1.20,0.54,-0.79,1.53
1.991,-0.99,0.71,-0.63,1.37
2.001,-0.69,0.96,-0.44,1.26
2.011,-0.41,1.19,-0.31,1.29
2.021,-0.13,1.41,-0.20,1.43
2.031,0.21,1.54,-0.13,1.56
2.041,0.44,1.41,-0.09,1.47
2.052,0.58,1.06,0.08,1.21
2.062,0.72,0.84,0.20,1.13
2.072,0.68,0.66,0.16,0.96
2.082,0.53,0.32,0.05,0.62
2.092,0.37,-0.14,-0.10,0.41
2.102,0.16,-0.62,-0.14,0.65
2.112,-0.07,-1.08,-0.11,1.09
2.122,-0.24,-1.42,-0.13,1.45
2.132,-0.39,-1.59,-0.15,1.64
2.142,-0.55,-1.55,-0.09,1.65
2.152,-0.71,-1.46,-0.04,1.63
2.162,-0.84,-1.35,0.04,1.60
2.172,-0.97,-1.16,0.08,1.51
2.182,-1.02,-0.83,0.10,1.32
2.192,-0.98,-0.47,0.22,1.11
2.202,-0.81,-0.23,0.33,0.91
2.212,-0.67,0.02,0.41,0.79
2.223,-0.52,0.04,0.51,0.73
2.232,-0.36,-0.19,0.46,0.62
2.243,-0.24,-0.51,0.21,0.60
2.253,-0.13,-0.75,0.08,0.76
2.263,-0.09,-0.85,0.15,0.87
2.273,-0.02,-0.79,0.22,0.82
2.283,0.20,-0.67,0.30,0.76
2.293,0.41,-0.54,0.61,0.91
2.303,0.62,-0.56,0.90,1.23
2.313,0.84,-0.73,1.12,1.58
2.323,0.95,-0.96,1.27,1.86
2.333,0.98,-1.12,1.20,1.91
2.343,0.98,-0.95,0.93,1.65
2.353,0.83,-0.57,0.81,1.29
2.363,0.59,-0.28,0.71,0.97
2.373,0.44,-0.07,0.68,0.81
2.383,0.34,0.05,0.79,0.86
2.393,0.29,0.01,0.97,1.01
2.404,0.36,-0.13,1.15,1.21
2.414,0.64,-0.24,1.08,1.27
2.424,0.89,-0.28,0.83,1.25
2.434,0.96,-0.29,0.84,1.31
2.444,0.95,-0.22,0.96,1.37
